shape,timestamps,TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,DAY_TYPE,MISSING_DATA
"LINESTRING (-8.663877 41.16366, -8.663301 41.163642, -8.662473 41.164227, -8.660979 41.166, -8.659422 41.167863, -8.658297 41.169195, -8.65746 41.17014, -8.657244 41.170446, -8.657244 41.170599, -8.658711 41.171346, -8.660115 41.172138, -8.660511 41.173524, -8.660718 41.175189, -8.661015 41.175576, -8.661033 41.175558, -8.661213 41.175729, -8.661231 41.17572, -8.661339 41.175846, -8.661402 41.175954, -8.661411 41.175963, -8.661384 41.175981, -8.661456 41.176062, -8.661456 41.176062, -8.661465 41.176053, -8.661465 41.176053, -8.661456 41.176053, -8.661537 41.176152, -8.661672 41.176305, -8.661798 41.176458, -8.66187 41.176593, -8.661861 41.176692, -8.661834 41.176719, -8.661762 41.176764, -8.661375 41.176827, -8.660709 41.176917, -8.660097 41.176998, -8.659674 41.177052, -8.658765 41.177214, -8.658666 41.177205, -8.65818 41.177268, -8.657388 41.177394, -8.656659 41.177637, -8.656416 41.1777, -8.65629 41.177745, -8.656065 41.17779, -8.655804 41.177772, -8.655435 41.178402, -8.65701 41.179419, -8.657802 41.180013, -8.659809 41.181579, -8.662338 41.183631, -8.664336 41.18526, -8.666883 41.187321, -8.670852 41.189058, -8.675901 41.189787, -8.679591 41.192118, -8.682813 41.195295, -8.686017 41.198427, -8.689383 41.201829, -8.690292 41.205807, -8.690373 41.210199, -8.690472 41.214708, -8.691003 41.21883, -8.692425 41.222457, -8.69445 41.22594, -8.695197 41.229603, -8.695503 41.233419, -8.695881 41.23746, -8.694675 41.241177, -8.694306 41.244723, -8.695737 41.248728, -8.698698 41.252292, -8.701137 41.255874, -8.701659 41.260095, -8.701452 41.26428, -8.701911 41.268114, -8.701785 41.272209, -8.699967 41.276448, -8.698995 41.280984, -8.701101 41.285259, -8.703783 41.289075, -8.706186 41.292936, -8.705619 41.297139, -8.702352 41.299938, -8.699643 41.30163, -8.699058 41.300847, -8.700813 41.302629, -8.702073 41.304573, -8.702748 41.30559, -8.703792 41.307183, -8.704647 41.308488, -8.705349 41.30973, -8.706069 41.310621, -8.707527 41.312817, -8.709021 41.315058, -8.709939 41.316408, -8.71056 41.316255, -8.712072 41.315265, -8.713782 41.314608, -8.715384 41.314536, -8.71776 41.313987, -8.719686 41.313519, -8.720586 41.314302, -8.721882 41.31585, -8.722521 41.317398, -8.723259 41.318415, -8.723574 41.320224, -8.724492 41.322114, -8.72559 41.324409, -8.727156 41.326578, -8.728263 41.328657, -8.729766 41.330565)","1408037529, 1408037544, 1408037559, 1408037574, 1408037589, 1408037604, 1408037619, 1408037634, 1408037649, 1408037664, 1408037679, 1408037694, 1408037709, 1408037724, 1408037739, 1408037754, 1408037769, 1408037784, 1408037799, 1408037814, 1408037829, 1408037844, 1408037859, 1408037874, 1408037889, 1408037904, 1408037919, 1408037934, 1408037949, 1408037964, 1408037979, 1408037994, 1408038009, 1408038024, 1408038039, 1408038054, 1408038069, 1408038084, 1408038099, 1408038114, 1408038129, 1408038144, 1408038159, 1408038174, 1408038189, 1408038204, 1408038219, 1408038234, 1408038249, 1408038264, 1408038279, 1408038294, 1408038309, 1408038324, 1408038339, 1408038354, 1408038369, 1408038384, 1408038399, 1408038414, 1408038429, 1408038444, 1408038459, 1408038474, 1408038489, 1408038504, 1408038519, 1408038534, 1408038549, 1408038564, 1408038579, 1408038594, 1408038609, 1408038624, 1408038639, 1408038654, 1408038669, 1408038684, 1408038699, 1408038714, 1408038729, 1408038744, 1408038759, 1408038774, 1408038789, 1408038804, 1408038819, 1408038834, 1408038849, 1408038864, 1408038879, 1408038894, 1408038909, 1408038924, 1408038939, 1408038954, 1408038969, 1408038984, 1408038999, 1408039014, 1408039029, 1408039044, 1408039059, 1408039074, 1408039089, 1408039104, 1408039119, 1408039134, 1408039149, 1408039164, 1408039179, 1408039194",T72,C,NA,NA,20000004,A,False
"LINESTRING (-8.585595 41.148531, -8.585676 41.148666, -8.585703 41.148846, -8.58582 41.148963, -8.585955 41.148972, -8.587026 41.149053, -8.589357 41.149683, -8.591895 41.150385, -8.593443 41.150754, -8.593416 41.150745, -8.593407 41.150772)","1408039046, 1408039061, 1408039076, 1408039091, 1408039106, 1408039121, 1408039136, 1408039151, 1408039166, 1408039181, 1408039196",T73,B,NA,15,20000334,A,False
"LINESTRING (-8.660421 41.172516, -8.660421 41.172516, -8.660286 41.172282, -8.660142 41.172084, -8.660124 41.172075, -8.660313 41.172426, -8.660502 41.173623, -8.660709 41.175207, -8.660592 41.175621, -8.659458 41.176197, -8.657766 41.176224, -8.656704 41.17599, -8.655606 41.176251, -8.654814 41.175855, -8.653761 41.174991, -8.653293 41.174991, -8.652078 41.174991, -8.651943 41.174928, -8.651763 41.174802, -8.651673 41.174739, -8.650665 41.173965, -8.649792 41.173254, -8.648298 41.172066, -8.647209 41.171166, -8.645967 41.170167, -8.644446 41.168925, -8.643474 41.167044, -8.641512 41.166144, -8.640405 41.168178, -8.639019 41.16933, -8.637426 41.170356, -8.634555 41.171364, -8.631603 41.172003, -8.628066 41.17275, -8.624313 41.173182, -8.620155 41.173587, -8.616078 41.174028, -8.612559 41.174451, -8.608986 41.173812, -8.607447 41.172867, -8.606421 41.172165, -8.605197 41.171679, -8.60445 41.171526, -8.603334 41.171409, -8.601336 41.171193, -8.599401 41.171211, -8.598852 41.171301, -8.59788 41.17149, -8.595864 41.171796, -8.594973 41.171715, -8.594127 41.171337, -8.59293 41.170509, -8.590878 41.169195, -8.588565 41.167845, -8.585541 41.166549, -8.582805 41.16537, -8.582193 41.163471, -8.581752 41.16321, -8.581644 41.16321, -8.581518 41.16321, -8.581392 41.163237, -8.580888 41.163588, -8.580654 41.163903, -8.579943 41.16402, -8.578791 41.164749, -8.577396 41.165667, -8.577072 41.166198, -8.576955 41.166396, -8.576946 41.166405, -8.576946 41.166405, -8.576937 41.166414, -8.576784 41.166621, -8.576019 41.167179, -8.574714 41.167836, -8.573526 41.168754, -8.572113 41.169375, -8.5707 41.169924, -8.570601 41.169717)","1408038045, 1408038060, 1408038075, 1408038090, 1408038105, 1408038120, 1408038135, 1408038150, 1408038165, 1408038180, 1408038195, 1408038210, 1408038225, 1408038240, 1408038255, 1408038270, 1408038285, 1408038300, 1408038315, 1408038330, 1408038345, 1408038360, 1408038375, 1408038390, 1408038405, 1408038420, 1408038435, 1408038450, 1408038465, 1408038480, 1408038495, 1408038510, 1408038525, 1408038540, 1408038555, 1408038570, 1408038585, 1408038600, 1408038615, 1408038630, 1408038645, 1408038660, 1408038675, 1408038690, 1408038705, 1408038720, 1408038735, 1408038750, 1408038765, 1408038780, 1408038795, 1408038810, 1408038825, 1408038840, 1408038855, 1408038870, 1408038885, 1408038900, 1408038915, 1408038930, 1408038945, 1408038960, 1408038975, 1408038990, 1408039005, 1408039020, 1408039035, 1408039050, 1408039065, 1408039080, 1408039095, 1408039110, 1408039125, 1408039140, 1408039155, 1408039170, 1408039185, 1408039200",T74,C,NA,NA,20000256,A,False
"LINESTRING (-8.654733 41.173542, -8.654724 41.173569, -8.65476 41.17356, -8.654814 41.173506, -8.655336 41.172849, -8.655444 41.172768, -8.655318 41.17275, -8.65521 41.17275, -8.655201 41.172759, -8.655192 41.172759, -8.655192 41.172777, -8.654958 41.173119, -8.654202 41.174019, -8.653455 41.174856, -8.652996 41.175009, -8.652672 41.174937, -8.652438 41.174919, -8.652357 41.174928, -8.652078 41.174982, -8.651997 41.174982, -8.650827 41.174118, -8.648748 41.17248, -8.646507 41.170662, -8.644032 41.16861, -8.641818 41.16681, -8.640135 41.165379, -8.640018 41.165154, -8.64 41.165028, -8.639973 41.164911, -8.639703 41.164677, -8.639559 41.164641, -8.639361 41.164632, -8.639235 41.164632, -8.639199 41.164632, -8.639127 41.164623, -8.637849 41.164551, -8.636985 41.164452, -8.636985 41.164443, -8.636994 41.164434, -8.636409 41.164281, -8.634672 41.163705, -8.633691 41.163345, -8.633025 41.162535, -8.632233 41.161554, -8.631666 41.160879, -8.630766 41.159754, -8.630514 41.159457, -8.630325 41.159277, -8.629866 41.158656, -8.630235 41.158116, -8.630037 41.157477, -8.629695 41.157153, -8.628714 41.157027, -8.628453 41.157126, -8.628174 41.157378, -8.627418 41.157567, -8.627094 41.157513, -8.627049 41.157522, -8.626932 41.157477, -8.626221 41.157423, -8.625096 41.157261, -8.625051 41.157243, -8.625015 41.157234, -8.625825 41.157414, -8.627193 41.157684, -8.627247 41.15763, -8.627229 41.157585, -8.627238 41.157648)","1412064770, 1412064785, 1412064800, 1412064815, 1412064830, 1412064845, 1412064860, 1412064875, 1412064890, 1412064905, 1412064920, 1412064935, 1412064950, 1412064965, 1412064980, 1412064995, 1412065010, 1412065025, 1412065040, 1412065055, 1412065070, 1412065085, 1412065100, 1412065115, 1412065130, 1412065145, 1412065160, 1412065175, 1412065190, 1412065205, 1412065220, 1412065235, 1412065250, 1412065265, 1412065280, 1412065295, 1412065310, 1412065325, 1412065340, 1412065355, 1412065370, 1412065385, 1412065400, 1412065415, 1412065430, 1412065445, 1412065460, 1412065475, 1412065490, 1412065505, 1412065520, 1412065535, 1412065550, 1412065565, 1412065580, 1412065595, 1412065610, 1412065625, 1412065640, 1412065655, 1412065670, 1412065685, 1412065700, 1412065715, 1412065730, 1412065745, 1412065760, 1412065775",T75,B,NA,47,20000349,A,False
"LINESTRING (-8.626788 41.173119, -8.626158 41.171427, -8.626104 41.171247, -8.626077 41.170977, -8.625879 41.17041, -8.626032 41.170428, -8.625942 41.170104, -8.625753 41.169645, -8.625636 41.169636, -8.625618 41.169492, -8.625627 41.16942)","1412065616, 1412065631, 1412065646, 1412065661, 1412065676, 1412065691, 1412065706, 1412065721, 1412065736, 1412065751, 1412065766",T76,C,NA,NA,20000675,A,False
"LINESTRING (-8.612361 41.145858, -8.611866 41.146002)","1412065748, 1412065763",T77,B,NA,23,20000010,A,False
"LINESTRING (-8.660421 41.150007, -8.660349 41.150034, -8.660349 41.150043, -8.66034 41.150043, -8.660331 41.150043, -8.660169 41.150052, -8.660268 41.150043, -8.660313 41.15007, -8.66034 41.15007, -8.660655 41.150142, -8.659908 41.150547, -8.657802 41.150961, -8.654661 41.152149, -8.652303 41.152194, -8.650791 41.153283, -8.650197 41.153769, -8.648865 41.154138, -8.648253 41.15412, -8.646867 41.154228, -8.646093 41.154273, -8.646003 41.154264, -8.647065 41.154237, -8.647281 41.154129, -8.647254 41.15412, -8.647236 41.154165, -8.6472 41.154192, -8.647209 41.154192, -8.647218 41.154201, -8.647245 41.154237, -8.647299 41.154228, -8.647236 41.154282, -8.647533 41.154219, -8.648055 41.15439)","1412065216, 1412065231, 1412065246, 1412065261, 1412065276, 1412065291, 1412065306, 1412065321, 1412065336, 1412065351, 1412065366, 1412065381, 1412065396, 1412065411, 1412065426, 1412065441, 1412065456, 1412065471, 1412065486, 1412065501, 1412065516, 1412065531, 1412065546, 1412065561, 1412065576, 1412065591, 1412065606, 1412065621, 1412065636, 1412065651, 1412065666, 1412065681, 1412065696",T78,C,NA,NA,20000224,A,False
"LINESTRING (-8.609238 41.180256, -8.609391 41.183622, -8.609328 41.184504, -8.606358 41.184396, -8.604612 41.184, -8.60454 41.184009, -8.604369 41.184, -8.602686 41.183451, -8.600346 41.182866, -8.59878 41.182425, -8.5977 41.182146, -8.596809 41.184063)","1412065607, 1412065622, 1412065637, 1412065652, 1412065667, 1412065682, 1412065697, 1412065712, 1412065727, 1412065742, 1412065757, 1412065772",T79,C,NA,NA,20000901,A,False
"LINESTRING (-8.656344 41.175477, -8.656317 41.175486, -8.656299 41.175468, -8.656299 41.17545, -8.656281 41.17545, -8.656317 41.175459, -8.656335 41.175441, -8.65629 41.175468, -8.656299 41.175477, -8.656254 41.175459, -8.6562 41.175324, -8.655633 41.174451, -8.655048 41.173362, -8.654976 41.173128, -8.654958 41.173137, -8.654931 41.173137, -8.654949 41.173137, -8.654967 41.173056, -8.656074 41.171994, -8.656524 41.171418, -8.656578 41.171373, -8.657172 41.170608, -8.658153 41.16942, -8.659116 41.168241, -8.660205 41.166945, -8.660916 41.166081, -8.661573 41.165307, -8.662221 41.164542, -8.662725 41.163939, -8.662716 41.163903, -8.662707 41.163903, -8.662572 41.163822, -8.662491 41.163795, -8.662464 41.163813, -8.662509 41.163786, -8.663238 41.163165, -8.663733 41.16231, -8.664885 41.161752, -8.665704 41.161581, -8.667072 41.161455, -8.667954 41.161131, -8.669826 41.161113, -8.67123 41.161545, -8.672499 41.161014, -8.673354 41.160744, -8.674722 41.160042, -8.677098 41.15907, -8.678799 41.158485, -8.680275 41.158134, -8.680977 41.158971, -8.680986 41.158989, -8.681013 41.158989, -8.681022 41.15898, -8.681022 41.158989, -8.681022 41.158998, -8.681022 41.159079, -8.681472 41.160348, -8.679852 41.16096, -8.67816 41.161752, -8.676756 41.162535, -8.67573 41.162931, -8.674884 41.162886, -8.673489 41.162544, -8.672346 41.162238, -8.670897 41.161509, -8.669115 41.161068, -8.667522 41.161311, -8.666253 41.161554, -8.664417 41.161986, -8.663814 41.162301, -8.663742 41.162319, -8.663247 41.162832, -8.662626 41.163993, -8.661474 41.165388, -8.660025 41.167161, -8.65863 41.168853, -8.657892 41.16969, -8.657865 41.169645, -8.657415 41.170212, -8.656389 41.171463)","1412064425, 1412064440, 1412064455, 1412064470, 1412064485, 1412064500, 1412064515, 1412064530, 1412064545, 1412064560, 1412064575, 1412064590, 1412064605, 1412064620, 1412064635, 1412064650, 1412064665, 1412064680, 1412064695, 1412064710, 1412064725, 1412064740, 1412064755, 1412064770, 1412064785, 1412064800, 1412064815, 1412064830, 1412064845, 1412064860, 1412064875, 1412064890, 1412064905, 1412064920, 1412064935, 1412064950, 1412064965, 1412064980, 1412064995, 1412065010, 1412065025, 1412065040, 1412065055, 1412065070, 1412065085, 1412065100, 1412065115, 1412065130, 1412065145, 1412065160, 1412065175, 1412065190, 1412065205, 1412065220, 1412065235, 1412065250, 1412065265, 1412065280, 1412065295, 1412065310, 1412065325, 1412065340, 1412065355, 1412065370, 1412065385, 1412065400, 1412065415, 1412065430, 1412065445, 1412065460, 1412065475, 1412065490, 1412065505, 1412065520, 1412065535, 1412065550, 1412065565, 1412065580, 1412065595, 1412065610",T80,C,NA,NA,20000488,A,False
"LINESTRING (-8.609949 41.157558, -8.60994 41.15754, -8.60994 41.15754, -8.610003 41.157171, -8.60994 41.155101, -8.60994 41.153868, -8.609859 41.153832, -8.609805 41.153841, -8.609913 41.153571, -8.61129 41.153625, -8.611875 41.154084, -8.612307 41.15511, -8.612982 41.155137, -8.613144 41.155155, -8.614395 41.155407, -8.616447 41.155929, -8.618301 41.15619, -8.618868 41.156352, -8.620236 41.156532, -8.620425 41.156532, -8.620434 41.156541, -8.620461 41.15655, -8.621001 41.15664, -8.622522 41.156982, -8.624286 41.157234, -8.624619 41.157252, -8.625456 41.157378, -8.62551 41.157396, -8.62551 41.157414, -8.625528 41.157423, -8.62551 41.157423, -8.62551 41.157414, -8.625519 41.157405)","1412065294, 1412065309, 1412065324, 1412065339, 1412065354, 1412065369, 1412065384, 1412065399, 1412065414, 1412065429, 1412065444, 1412065459, 1412065474, 1412065489, 1412065504, 1412065519, 1412065534, 1412065549, 1412065564, 1412065579, 1412065594, 1412065609, 1412065624, 1412065639, 1412065654, 1412065669, 1412065684, 1412065699, 1412065714, 1412065729, 1412065744, 1412065759, 1412065774",T81,A,4785,NA,20000633,A,False
"LINESTRING (-8.640549 41.16141, -8.640738 41.161509, -8.640567 41.16168, -8.639766 41.162094, -8.639019 41.162724, -8.638902 41.162823, -8.638686 41.162985, -8.637768 41.163543, -8.637111 41.163957, -8.637093 41.163966, -8.637093 41.163975, -8.636598 41.164389, -8.638407 41.164767, -8.638659 41.164794, -8.638857 41.164911, -8.639325 41.165388, -8.640414 41.165955, -8.640477 41.167476, -8.639658 41.168835)","1412065511, 1412065526, 1412065541, 1412065556, 1412065571, 1412065586, 1412065601, 1412065616, 1412065631, 1412065646, 1412065661, 1412065676, 1412065691, 1412065706, 1412065721, 1412065736, 1412065751, 1412065766, 1412065781",T82,B,NA,59,20000617,A,False
"LINESTRING (-8.623656 41.157882, -8.623701 41.157873, -8.623764 41.157873, -8.623827 41.157225, -8.623791 41.157216, -8.6238 41.157126, -8.625204 41.157297, -8.627292 41.157621, -8.627616 41.157702, -8.627607 41.157711, -8.627625 41.157729, -8.627922 41.157918, -8.627922 41.157954, -8.628165 41.158422, -8.62902 41.158836, -8.62929 41.158899, -8.630874 41.158233, -8.632935 41.158539, -8.633664 41.158674, -8.634762 41.158845, -8.635266 41.158917, -8.635311 41.158989, -8.63532 41.158998, -8.635581 41.159016, -8.635617 41.159016, -8.636022 41.159079, -8.637219 41.159259, -8.637669 41.15934, -8.637669 41.159358, -8.637669 41.159376, -8.637678 41.159367, -8.637678 41.159358, -8.63766 41.15934, -8.637849 41.159376, -8.638083 41.159412, -8.638569 41.159484, -8.639784 41.159673, -8.641296 41.159997, -8.643537 41.160384, -8.643627 41.160384, -8.643582 41.160357, -8.643501 41.160312, -8.645508 41.160726, -8.646363 41.160843, -8.646345 41.160825, -8.646354 41.160825, -8.648586 41.161185, -8.650584 41.161545, -8.652528 41.161815)","1412065076, 1412065091, 1412065106, 1412065121, 1412065136, 1412065151, 1412065166, 1412065181, 1412065196, 1412065211, 1412065226, 1412065241, 1412065256, 1412065271, 1412065286, 1412065301, 1412065316, 1412065331, 1412065346, 1412065361, 1412065376, 1412065391, 1412065406, 1412065421, 1412065436, 1412065451, 1412065466, 1412065481, 1412065496, 1412065511, 1412065526, 1412065541, 1412065556, 1412065571, 1412065586, 1412065601, 1412065616, 1412065631, 1412065646, 1412065661, 1412065676, 1412065691, 1412065706, 1412065721, 1412065736, 1412065751, 1412065766, 1412065781, 1412065796",T83,A,4785,NA,20000188,A,False
"LINESTRING (-8.564283 41.158665, -8.563716 41.158566, -8.562753 41.158188, -8.562258 41.15754, -8.561763 41.155839, -8.562591 41.155281, -8.565228 41.154939, -8.56782 41.154786, -8.568945 41.155785, -8.571447 41.156181, -8.571996 41.157999, -8.57133 41.159439, -8.57007 41.160654, -8.568558 41.161842, -8.566857 41.161995, -8.567307 41.161707, -8.567271 41.161698, -8.567433 41.16168, -8.567406 41.161653, -8.56746 41.161644, -8.567469 41.161653, -8.567721 41.161482, -8.568216 41.160978, -8.568666 41.160393, -8.569314 41.160681, -8.569467 41.161167, -8.570385 41.160303, -8.571924 41.159538, -8.57403 41.161077, -8.575371 41.163066, -8.576388 41.164686, -8.57709 41.165514, -8.577666 41.165811, -8.57709 41.165766, -8.576811 41.16654, -8.575317 41.16744, -8.57367 41.168619, -8.571312 41.168763, -8.570484 41.1687, -8.570187 41.168673, -8.569539 41.169024, -8.569557 41.169186, -8.569683 41.169366, -8.569818 41.169492, -8.5698 41.170167, -8.568315 41.170779, -8.568063 41.170887, -8.567811 41.17095, -8.567793 41.17095, -8.567793 41.170932, -8.567388 41.171148, -8.567037 41.172003, -8.567118 41.172255, -8.567145 41.172318, -8.567307 41.172696, -8.567307 41.172741, -8.567325 41.172732, -8.567649 41.17338, -8.567586 41.174244, -8.567505 41.174298, -8.567415 41.17437, -8.567334 41.174478, -8.567136 41.174667, -8.566749 41.175009, -8.566506 41.175216, -8.566029 41.175657, -8.566083 41.17608, -8.566344 41.176278, -8.566461 41.176359, -8.567316 41.176989, -8.567793 41.177349, -8.567793 41.17734, -8.567946 41.177457, -8.568036 41.177538, -8.56827 41.177709, -8.568288 41.177736, -8.56827 41.177736, -8.568261 41.177736, -8.568414 41.177835, -8.568414 41.177844, -8.568558 41.177934, -8.568783 41.178078, -8.56899 41.178222, -8.569575 41.178636, -8.569872 41.178852, -8.570259 41.179239, -8.570295 41.179329, -8.570457 41.179671, -8.570808 41.179797, -8.571321 41.180049, -8.572689 41.180139, -8.573175 41.18013, -8.574174 41.180166, -8.575209 41.180589, -8.575605 41.180796, -8.576415 41.181048, -8.577774 41.180913)","1412064356, 1412064371, 1412064386, 1412064401, 1412064416, 1412064431, 1412064446, 1412064461, 1412064476, 1412064491, 1412064506, 1412064521, 1412064536, 1412064551, 1412064566, 1412064581, 1412064596, 1412064611, 1412064626, 1412064641, 1412064656, 1412064671, 1412064686, 1412064701, 1412064716, 1412064731, 1412064746, 1412064761, 1412064776, 1412064791, 1412064806, 1412064821, 1412064836, 1412064851, 1412064866, 1412064881, 1412064896, 1412064911, 1412064926, 1412064941, 1412064956, 1412064971, 1412064986, 1412065001, 1412065016, 1412065031, 1412065046, 1412065061, 1412065076, 1412065091, 1412065106, 1412065121, 1412065136, 1412065151, 1412065166, 1412065181, 1412065196, 1412065211, 1412065226, 1412065241, 1412065256, 1412065271, 1412065286, 1412065301, 1412065316, 1412065331, 1412065346, 1412065361, 1412065376, 1412065391, 1412065406, 1412065421, 1412065436, 1412065451, 1412065466, 1412065481, 1412065496, 1412065511, 1412065526, 1412065541, 1412065556, 1412065571, 1412065586, 1412065601, 1412065616, 1412065631, 1412065646, 1412065661, 1412065676, 1412065691, 1412065706, 1412065721, 1412065736, 1412065751, 1412065766, 1412065781, 1412065796",T84,A,45085,NA,20000436,A,False
"LINESTRING (-8.641647 41.159835, -8.640684 41.159538, -8.641215 41.157846, -8.641746 41.156172, -8.642223 41.154741, -8.642385 41.154237, -8.641386 41.153679, -8.63919 41.153166, -8.636724 41.152608, -8.634636 41.15241, -8.634114 41.152545, -8.633412 41.152608, -8.633286 41.152644, -8.632611 41.152662, -8.632566 41.152644, -8.632557 41.152644, -8.632566 41.152644, -8.632584 41.152653, -8.63253 41.152653, -8.632053 41.152653, -8.63046 41.15259, -8.627094 41.15241, -8.626437 41.152527, -8.625924 41.151681, -8.625573 41.149314)","1412065383, 1412065398, 1412065413, 1412065428, 1412065443, 1412065458, 1412065473, 1412065488, 1412065503, 1412065518, 1412065533, 1412065548, 1412065563, 1412065578, 1412065593, 1412065608, 1412065623, 1412065638, 1412065653, 1412065668, 1412065683, 1412065698, 1412065713, 1412065728, 1412065743",T85,B,NA,7,20000578,A,False
"LINESTRING (-8.615574 41.176404, -8.615637 41.176431, -8.615637 41.176449, -8.61624 41.176305, -8.61651 41.175531, -8.616285 41.175432, -8.614269 41.175684, -8.613738 41.175207, -8.613486 41.174307, -8.611641 41.174235, -8.608824 41.173686, -8.605269 41.171706, -8.601183 41.171193, -8.597574 41.171571, -8.596206 41.171814, -8.595009 41.171769, -8.593992 41.171301, -8.592192 41.170104, -8.589681 41.168529, -8.586738 41.166873, -8.583615 41.166216, -8.58177 41.163912, -8.581437 41.161509, -8.582625 41.158827, -8.583309 41.15628, -8.582589 41.154012, -8.582544 41.15259, -8.58231 41.151681, -8.582166 41.151519, -8.582076 41.151492, -8.58213 41.151519, -8.582175 41.151537, -8.582238 41.151411, -8.58321 41.150898, -8.583813 41.150025, -8.584155 41.148954, -8.584209 41.148828, -8.584209 41.148819, -8.584209 41.148819, -8.584209 41.148819, -8.5842 41.148855, -8.584191 41.148918)","1412065159, 1412065174, 1412065189, 1412065204, 1412065219, 1412065234, 1412065249, 1412065264, 1412065279, 1412065294, 1412065309, 1412065324, 1412065339, 1412065354, 1412065369, 1412065384, 1412065399, 1412065414, 1412065429, 1412065444, 1412065459, 1412065474, 1412065489, 1412065504, 1412065519, 1412065534, 1412065549, 1412065564, 1412065579, 1412065594, 1412065609, 1412065624, 1412065639, 1412065654, 1412065669, 1412065684, 1412065699, 1412065714, 1412065729, 1412065744, 1412065759, 1412065774",T86,A,36752,NA,20000116,A,False
"LINESTRING (-8.612784 41.147433, -8.613639 41.146101, -8.613504 41.146002, -8.612712 41.146065, -8.612577 41.14602, -8.610984 41.147793, -8.611047 41.14782, -8.611173 41.147937, -8.610669 41.148783, -8.610282 41.150322, -8.61021 41.150511, -8.609688 41.151699, -8.609922 41.153796, -8.609283 41.15493, -8.609175 41.156604, -8.608275 41.158989, -8.607861 41.160114, -8.606223 41.16465, -8.606313 41.16492, -8.606385 41.165775, -8.606439 41.167827, -8.605881 41.169627, -8.605053 41.170707, -8.604162 41.172129, -8.60688 41.172777, -8.609022 41.173956, -8.611596 41.174505, -8.614584 41.174433, -8.618697 41.173902, -8.621703 41.173911, -8.622387 41.176512, -8.622252 41.180283, -8.623197 41.184153, -8.625159 41.18706, -8.627292 41.190255, -8.628435 41.194053, -8.627445 41.19831, -8.627382 41.202729, -8.627247 41.207373, -8.626986 41.21424, -8.626905 41.217471, -8.626779 41.22054, -8.626725 41.222952)","1412065034, 1412065049, 1412065064, 1412065079, 1412065094, 1412065109, 1412065124, 1412065139, 1412065154, 1412065169, 1412065184, 1412065199, 1412065214, 1412065229, 1412065244, 1412065259, 1412065274, 1412065289, 1412065304, 1412065319, 1412065334, 1412065349, 1412065364, 1412065379, 1412065394, 1412065409, 1412065424, 1412065439, 1412065454, 1412065469, 1412065484, 1412065499, 1412065514, 1412065529, 1412065544, 1412065559, 1412065574, 1412065589, 1412065604, 1412065619, 1412065634, 1412065649, 1412065664",T87,C,NA,NA,20000477,A,False
"LINESTRING (-8.585685 41.148648, -8.585721 41.148954, -8.586108 41.14899, -8.586396 41.14899, -8.58717 41.149125, -8.588403 41.149449, -8.590851 41.150133, -8.592156 41.150475, -8.592102 41.150457, -8.592102 41.150457, -8.592129 41.150484, -8.592426 41.150547, -8.592453 41.150538, -8.592462 41.150547, -8.59248 41.150538, -8.59248 41.150538, -8.59257 41.150574, -8.592894 41.150664, -8.593083 41.150475, -8.593155 41.150466, -8.593128 41.150493, -8.593119 41.150511, -8.593956 41.150889, -8.594109 41.150943, -8.59464 41.15223, -8.595063 41.153634, -8.595207 41.153985, -8.595279 41.155074, -8.595378 41.155164, -8.594964 41.155758, -8.594694 41.156082, -8.593983 41.157234, -8.592777 41.159376, -8.591742 41.161176, -8.59032 41.163003, -8.589114 41.164488, -8.588853 41.165118)","1412065239, 1412065254, 1412065269, 1412065284, 1412065299, 1412065314, 1412065329, 1412065344, 1412065359, 1412065374, 1412065389, 1412065404, 1412065419, 1412065434, 1412065449, 1412065464, 1412065479, 1412065494, 1412065509, 1412065524, 1412065539, 1412065554, 1412065569, 1412065584, 1412065599, 1412065614, 1412065629, 1412065644, 1412065659, 1412065674, 1412065689, 1412065704, 1412065719, 1412065734, 1412065749, 1412065764, 1412065779",T88,C,NA,NA,20000624,A,False
"LINESTRING (-8.627661 41.175342, -8.627625 41.175243, -8.627148 41.174001, -8.625996 41.170977, -8.625861 41.170374, -8.625888 41.170338, -8.625816 41.170023, -8.62704 41.169618, -8.62668 41.16807, -8.626428 41.16717, -8.626464 41.167206, -8.626464 41.167215, -8.626455 41.167206, -8.626419 41.16717, -8.629137 41.165721, -8.630613 41.1651, -8.630982 41.164983, -8.631261 41.164758, -8.63361 41.163714, -8.633502 41.163237, -8.632935 41.162445, -8.632863 41.162355, -8.632719 41.16231, -8.631783 41.160069, -8.630217 41.158674, -8.63037 41.15781, -8.630181 41.157198, -8.630109 41.157144, -8.62974 41.156955, -8.630289 41.154966, -8.630613 41.152581, -8.630253 41.151591, -8.631036 41.149008, -8.632701 41.147478, -8.631423 41.14593)","1412064941, 1412064956, 1412064971, 1412064986, 1412065001, 1412065016, 1412065031, 1412065046, 1412065061, 1412065076, 1412065091, 1412065106, 1412065121, 1412065136, 1412065151, 1412065166, 1412065181, 1412065196, 1412065211, 1412065226, 1412065241, 1412065256, 1412065271, 1412065286, 1412065301, 1412065316, 1412065331, 1412065346, 1412065361, 1412065376, 1412065391, 1412065406, 1412065421, 1412065436, 1412065451",T90,B,NA,16,20000572,A,False
